,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24
02/10/2023,-0.06,0.07,-0.11,0.10,0.11,-0.13,-0.04,0.06,-0.10,-0.07,0.07,0.09,0.10,-0.13,0.06,-0.03,0.07,-0.17,0.06,0.03,-0.05,-0.06,-0.05,0.17
03/10/2023,-0.14,-0.01,0.17,-0.01,0.09,-0.08,-0.09,0.08,0.05,-0.17,0.11,0.01,-0.02,-0.07,-0.08,0.17,0.13,-0.17,0.01,0.02,0.11,-0.13,-0.03,0.06
04/10/2023,-0.09,-0.08,0.07,0.10,0.09,-0.10,0.08,-0.07,-0.08,0.15,-0.09,0.02,0.07,-0.08,0.10,-0.09,0.08,0.00,0.08,-0.17,0.06,0.04,0.07,-0.17
05/10/2023,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.09,-0.04,-0.12,0.08,-0.15,0.15,-0.02,0.01,0.00,0.00,0.00,-1.00,-1.00,0.00,0.00,0.00
06/10/2023,0.01,-0.11,-0.06,0.16,0.12,-0.12,0.05,-0.05,0.12,0.04,-0.11,-0.06,0.00,1.00,1.00,0.00,0.00,0.00,-1.00,-1.00,0.00,0.00,0.00,0.00
07/10/2023,0.06,0.10,-0.11,-0.05,-0.09,0.10,-0.08,0.07,0.04,-0.11,-0.06,0.13,-0.08,0.13,0.03,-0.08,-0.11,0.08,0.09,-0.05,-0.03,-0.14,0.07,0.10
08/10/2023,0.10,0.07,-0.09,-0.07,0.11,0.01,0.05,-0.17,0.02,-0.10,-0.07,0.15,-0.04,-0.05,0.17,-0.07,-0.06,0.11,-0.11,0.05,-0.03,-0.13,0.17,-0.01
09/10/2023,0.06,0.10,-0.17,0.00,-0.11,0.11,-0.05,0.06,0.10,0.04,0.03,-0.17,-0.08,0.08,0.08,-0.09,-0.13,0.14,-0.03,0.02,0.06,-0.10,0.11,-0.07
10/10/2023,0.05,0.07,0.05,-0.17,-0.05,-0.12,0.02,0.14,0.02,0.08,-0.17,0.07,0.05,-0.08,-0.09,0.12,0.06,0.11,-0.03,-0.13,-0.10,-0.01,-0.06,0.17
11/10/2023,-0.04,-0.06,-0.07,0.17,-0.07,0.00,-0.10,0.17,0.08,-0.11,-0.05,0.08,-0.05,0.07,-0.12,0.10,0.02,0.06,0.09,-0.17,-0.15,0.14,0.03,-0.02
12/10/2023,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-0.02,0.09,0.08,-0.15,0.03,0.10,0.03,-0.17,0.00,0.00,0.00,-1.00,-1.00,0.00,0.00,0.00
13/10/2023,-0.07,-0.09,0.13,0.04,0.03,0.14,0.00,-0.17,-0.05,0.13,-0.11,0.03,0.08,0.09,-0.07,-0.10,0.05,0.11,-0.01,-0.16,-0.09,-0.08,0.04,0.12
14/10/2023,-0.02,0.04,-0.14,0.13,0.08,-0.01,0.09,-0.16,-0.17,0.07,0.04,0.05,0.01,0.09,0.06,-0.17,-0.07,0.11,-0.10,0.06,0.12,-0.17,0.03,0.02
15/10/2023,0.01,0.08,0.08,-0.17,0.14,0.02,-0.02,-0.14,0.09,0.08,-0.05,-0.12,0.15,-0.01,-0.16,0.01,0.04,0.13,-0.07,-0.10,0.02,0.14,0.01,-0.17
16/10/2023,0.11,-0.09,-0.08,0.06,-0.06,0.08,-0.11,0.08,0.11,-0.14,-0.03,0.06,-0.12,-0.04,0.00,0.17,0.16,-0.15,0.00,-0.02,-0.17,0.01,0.13,0.02
17/10/2023,-0.09,-0.08,0.10,0.07,-0.10,0.00,0.16,-0.06,0.06,0.02,0.09,-0.17,0.04,-0.09,-0.08,0.12,0.11,-0.12,0.05,-0.04,0.01,-0.01,-0.16,0.15
18/10/2023,0.04,0.13,-0.03,-0.14,0.03,0.08,0.05,-0.17,0.11,0.06,-0.13,-0.04,0.15,-0.02,0.02,-0.14,0.08,0.03,0.06,-0.17,0.05,0.06,0.05,-0.17
19/10/2023,0.10,0.07,-0.10,-0.07,0.10,0.06,0.01,-0.17,-0.08,0.03,-0.09,0.14,0.13,-0.13,0.04,-0.04,-0.06,-0.05,-0.05,0.17,-0.05,0.12,-0.11,0.05
20/10/2023,0.05,0.11,-0.09,-0.08,-0.01,-0.16,0.15,0.02,0.14,-0.17,0.01,0.02,-0.13,-0.04,0.09,0.07,-0.12,-0.05,0.13,0.04,0.06,0.07,0.04,-0.17
21/10/2023,-0.17,0.13,0.01,0.03,0.07,-0.10,-0.06,0.10,0.16,-0.08,-0.09,0.01,-0.06,-0.10,0.10,0.07,-0.02,-0.15,0.07,0.09,-0.10,-0.07,0.04,0.13
22/10/2023,0.02,-0.08,-0.09,0.14,-0.07,-0.04,-0.06,0.17,-0.06,-0.05,-0.06,0.17,0.08,0.08,-0.07,-0.10,0.06,0.06,0.04,-0.17,0.04,0.13,-0.12,-0.05
23/10/2023,0.13,-0.05,-0.12,0.04,0.05,0.05,0.06,-0.17,0.08,0.07,0.02,-0.17,0.04,0.06,0.06,-0.17,0.16,0.01,0.00,-0.17,-0.08,-0.02,-0.07,0.17
24/10/2023,0.02,0.15,-0.09,-0.07,0.10,0.00,0.06,-0.17,-0.12,0.12,-0.04,0.05,0.05,0.11,0.01,-0.17,-0.09,0.11,-0.07,0.05,-0.05,-0.11,0.08,0.09
25/10/2023,0.06,0.07,0.03,-0.17,0.09,-0.17,0.01,0.07,-0.15,-0.02,0.16,0.01,0.10,0.06,-0.09,-0.08,0.12,0.05,-0.05,-0.11,-0.07,-0.09,0.07,0.10
26/10/2023,-0.07,0.07,0.10,-0.10,-0.07,-0.04,-0.06,0.17,-0.14,0.17,-0.02,-0.02,0.09,-0.11,0.07,-0.06,0.08,0.08,-0.11,-0.06,0.11,0.06,-0.05,-0.12
27/10/2023,0.08,0.05,0.04,-0.17,-0.08,0.06,-0.08,0.10,0.14,0.03,-0.09,-0.08,0.06,-0.13,-0.03,0.11,0.02,0.06,-0.17,0.08,0.02,-0.10,-0.06,0.15
28/10/2023,0.17,-0.03,-0.06,-0.07,-0.07,-0.09,0.00,0.17,-0.07,-0.03,-0.06,0.17,-0.06,-0.07,-0.04,0.17,0.08,0.09,-0.05,-0.11,-0.08,-0.03,-0.05,0.17
29/10/2023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/10/2023,0.06,0.04,0.06,-0.17,-0.08,0.05,-0.08,0.11,0.05,0.06,0.06,-0.17,-0.04,0.01,-0.12,0.16,0.08,-0.16,-0.01,0.08,0.00,0.10,0.06,-0.17
31/10/2023,0.05,-0.09,-0.08,0.12,0.06,0.06,0.05,-0.17,0.04,0.06,0.07,-0.17,0.11,0.04,0.02,-0.17,-0.08,0.00,-0.09,0.16,-0.17,0.10,0.04,0.03
01/11/2023,-0.05,-0.06,-0.06,0.17,-0.17,0.03,0.13,0.01,-0.12,0.11,-0.05,0.05,0.02,-0.06,0.14,-0.10,-0.08,-0.08,0.02,0.15,0.06,-0.17,0.04,0.07
02/11/2023,-0.08,-0.05,-0.04,0.17,0.07,0.09,-0.01,-0.16,0.07,0.09,-0.04,-0.13,-0.06,-0.05,-0.05,0.17,-0.03,-0.05,-0.09,0.17,-0.04,-0.09,-0.03,0.17
03/11/2023,0.10,-0.09,0.06,-0.07,0.05,-0.08,-0.09,0.11,0.12,-0.12,0.05,-0.05,-0.13,0.00,-0.03,0.17,0.08,0.08,-0.09,-0.08,0.13,-0.08,-0.09,0.04
04/11/2023,0.14,0.03,-0.16,-0.01,0.16,0.00,-0.13,-0.04,-0.05,0.09,0.08,-0.11,0.01,-0.14,0.16,-0.03,0.11,-0.04,-0.13,0.05,-0.09,-0.08,0.05,0.12
05/11/2023,-0.08,0.09,-0.09,0.08,0.07,0.02,0.08,-0.17,0.02,-0.17,0.10,0.05,0.04,0.03,0.09,-0.17,-0.06,-0.02,-0.08,0.17,0.17,-0.14,-0.02,0.00
06/11/2023,-0.06,0.13,-0.11,0.04,-0.01,-0.15,0.11,0.06,0.06,0.02,0.08,-0.17,-0.03,-0.06,-0.07,0.17,0.08,0.08,-0.13,-0.04,0.04,0.06,0.07,-0.17
07/11/2023,-0.03,0.17,-0.09,-0.05,0.08,-0.05,0.09,-0.12,-0.12,0.16,-0.04,0.01,-0.09,0.05,0.12,-0.08,0.05,0.08,0.04,-0.17,-0.03,0.12,0.05,-0.14
08/11/2023,-0.05,-0.07,-0.05,0.17,0.10,-0.06,0.07,-0.10,0.03,0.12,0.02,-0.17,-0.07,-0.08,0.17,-0.02,0.03,-0.02,-0.15,0.14,-0.12,0.08,0.09,-0.05
09/11/2023,-0.05,0.10,0.06,-0.12,-0.04,0.11,0.06,-0.13,0.14,-0.16,-0.01,0.02,-0.08,0.07,-0.08,0.09,0.03,0.14,-0.12,-0.05,0.08,-0.05,0.09,-0.12
10/11/2023,-0.07,-0.03,-0.07,0.17,0.08,0.06,0.02,-0.17,-0.17,0.13,0.01,0.02,-0.02,0.00,-0.15,0.17,0.12,-0.09,0.05,-0.08,-0.03,-0.07,-0.07,0.17
11/11/2023,0.02,-0.14,0.15,-0.03,0.03,0.14,-0.03,-0.13,-0.07,-0.10,0.03,0.14,0.10,-0.06,-0.11,0.07,-0.09,-0.04,-0.04,0.17,0.07,-0.01,0.10,-0.15
12/11/2023,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.13,0.04,-0.07,0.00,-1.00,-1.00,0.00,-0.09,0.05,-0.08,0.11
13/11/2023,0.00,0.00,0.00,0.00,1.00,0.00,0.00,-1.00,0.00,1.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14/11/2023,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,-0.06,-0.10,0.08,0.09,0.00,0.00,0.00,-1.00,0.00,-1.00,0.00,0.00,0.02,-0.13,-0.04,0.15
15/11/2023,-0.10,-0.07,0.00,0.17,0.05,0.11,-0.13,-0.03,-0.02,-0.01,-0.14,0.17,0.08,0.08,0.00,-0.17,0.05,0.05,0.07,-0.17,-0.05,0.07,0.09,-0.12
16/11/2023,-0.03,-0.14,0.03,0.14,0.04,0.06,0.06,-0.17,0.01,0.02,-0.17,0.13,0.10,-0.10,0.07,-0.07,-0.04,-0.13,0.17,-0.01,0.09,-0.02,0.08,-0.15
17/11/2023,0.11,0.04,0.02,-0.17,-0.09,0.13,0.04,-0.08,0.09,-0.12,0.07,-0.04,0.01,-0.06,-0.10,0.15,-0.05,-0.12,0.09,0.08,-0.04,-0.08,-0.05,0.17
18/11/2023,0.06,0.11,-0.02,-0.15,0.07,0.10,-0.05,-0.12,0.09,-0.04,-0.12,0.08,0.05,-0.06,0.11,-0.11,-0.03,-0.02,0.17,-0.11,-0.01,-0.16,0.05,0.12
19/11/2023,0.11,-0.12,-0.05,0.06,0.07,0.09,-0.05,-0.12,0.06,0.10,-0.03,-0.13,0.13,-0.09,0.04,-0.08,-0.12,-0.03,-0.02,0.17,0.02,-0.08,0.14,-0.09
20/11/2023,0.03,-0.14,-0.02,0.14,-0.16,0.03,-0.01,0.14,0.05,0.03,0.09,-0.17,0.08,-0.08,-0.08,0.09,0.01,0.15,-0.15,-0.01,0.17,-0.10,-0.05,-0.01
21/11/2023,-0.01,0.17,-0.13,-0.03,0.05,-0.06,-0.11,0.12,0.16,-0.02,-0.15,0.01,-0.17,0.08,0.06,0.03,0.06,0.05,0.06,-0.17,0.08,0.08,0.01,-0.17
22/11/2023,0.08,0.09,-0.06,-0.11,0.07,0.00,0.10,-0.17,-0.06,0.17,-0.01,-0.10,0.14,-0.03,0.02,-0.14,-0.14,-0.03,0.08,0.08,0.15,-0.17,0.01,0.01
23/11/2023,-0.17,0.01,0.15,0.00,-0.15,-0.01,0.07,0.10,-0.09,-0.08,0.10,0.07,0.06,-0.09,-0.07,0.10,-0.07,0.04,-0.09,0.13,0.13,-0.07,-0.09,0.04
24/11/2023,0.06,0.06,0.05,-0.17,0.07,0.09,-0.03,-0.13,-0.15,-0.02,0.17,0.00,0.02,0.02,0.12,-0.17,0.10,0.07,-0.10,-0.07,0.06,0.08,0.03,-0.17
25/11/2023,0.06,0.11,-0.03,-0.14,-0.05,0.04,-0.12,0.13,0.07,-0.10,0.10,-0.07,0.10,0.06,-0.07,-0.10,0.17,-0.01,-0.02,-0.13,0.05,-0.09,-0.07,0.12
26/11/2023,-0.17,0.08,0.00,0.08,-0.01,0.15,-0.16,0.01,0.06,0.11,-0.10,-0.07,0.13,-0.11,-0.05,0.03,0.13,-0.09,-0.08,0.04,0.06,0.01,0.10,-0.17
27/11/2023,0.03,-0.08,-0.08,0.14,-0.02,0.03,-0.15,0.13,-0.10,0.10,-0.07,0.06,0.07,0.04,0.06,-0.17,-0.02,0.11,0.06,-0.15,-0.10,-0.06,0.16,0.00
28/11/2023,-0.02,0.09,0.08,-0.15,-0.11,-0.06,0.00,0.16,-0.04,0.10,-0.13,0.07,-0.11,0.06,-0.06,0.10,-0.04,-0.09,-0.04,0.17,-0.14,0.01,0.15,-0.03
29/11/2023,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,-0.10,0.16,0.10,-0.15,0.07,-0.02,0.00,-1.00,-1.00,0.00,-0.12,0.08,-0.05,0.09
30/11/2023,-0.01,0.17,-0.15,0.00,-0.16,0.02,-0.01,0.14,-0.08,-0.06,-0.04,0.17,-0.06,0.17,-0.02,-0.08,0.04,-0.11,-0.06,0.12,-0.13,-0.03,0.09,0.08
01/12/2023,-0.03,-0.03,0.17,-0.11,0.00,-0.08,-0.09,0.16,-0.09,-0.07,-0.01,0.17,-0.07,-0.09,0.01,0.16,-0.07,-0.09,0.01,0.16,0.13,-0.02,0.04,-0.14
02/12/2023,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,-0.09,-0.08,0.09,0.08,-0.01,0.17,-0.09,-0.07,0.00,-1.00,0.00,-1.00,0.06,-0.04,0.11,-0.13
03/12/2023,0.05,0.06,0.06,-0.17,-0.02,0.08,0.08,-0.14,0.03,0.11,0.03,-0.17,0.12,0.05,-0.04,-0.12,-0.12,0.07,-0.05,0.09,0.07,0.09,0.01,-0.17
04/12/2023,-0.04,-0.05,0.17,-0.08,-0.04,-0.07,-0.06,0.17,-0.10,0.04,-0.07,0.13,0.09,-0.03,0.08,-0.14,-0.11,-0.04,-0.01,0.17,-0.08,0.01,-0.08,0.15
05/12/2023,0.11,0.06,-0.14,-0.02,0.02,-0.14,0.15,-0.03,-0.07,0.08,-0.09,0.09,0.02,-0.11,-0.06,0.15,-0.10,-0.03,-0.03,0.17,0.09,-0.02,0.07,-0.14
06/12/2023,-0.08,-0.05,-0.04,0.17,-0.12,0.16,0.01,-0.05,-0.04,-0.02,-0.10,0.17,0.06,0.02,0.08,-0.17,-0.09,0.00,-0.08,0.16,-0.13,-0.03,0.04,0.12
07/12/2023,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,-1.00,-1.00,0.00,0.12,-0.02,-0.15,0.05,-0.12,-0.05,0.07,0.10,0.02,0.15,-0.13,-0.03
08/12/2023,-0.14,0.02,-0.02,0.15,-0.10,-0.07,0.09,0.08,-0.08,-0.02,0.17,-0.07,-0.17,0.02,0.08,0.08,0.07,0.09,0.00,-0.16,0.10,-0.03,-0.13,0.06
09/12/2023,0.10,-0.09,-0.08,0.07,-0.08,-0.04,0.17,-0.05,0.03,0.01,0.12,-0.17,0.07,0.01,0.09,-0.17,-0.07,-0.10,0.07,0.10,0.06,0.10,-0.05,-0.12
10/12/2023,0.12,0.05,-0.16,0.00,0.00,0.16,-0.08,-0.09,0.08,-0.06,0.08,-0.11,0.01,0.16,-0.07,-0.09,-0.04,-0.12,0.15,0.01,-0.12,0.08,0.09,-0.05
11/12/2023,0.06,-0.11,0.11,-0.05,-0.17,0.00,0.01,0.15,0.12,0.04,-0.03,-0.13,-0.09,0.03,-0.08,0.14,-0.04,-0.08,-0.05,0.17,-0.08,-0.08,0.16,0.00
12/12/2023,0.08,0.09,0.00,-0.17,0.01,-0.06,-0.11,0.16,0.15,0.02,-0.01,-0.15,0.06,0.10,-0.10,-0.07,0.00,0.12,-0.17,0.04,-0.08,0.00,-0.08,0.17
13/12/2023,0.05,0.12,-0.10,-0.07,0.17,-0.03,-0.12,-0.02,0.17,-0.13,-0.03,-0.01,0.02,0.06,-0.17,0.09,-0.14,-0.03,0.06,0.11,-0.13,0.08,0.09,-0.04
14/12/2023,-0.03,-0.05,-0.09,0.17,0.13,-0.12,-0.05,0.03,-0.06,0.14,0.02,-0.11,-0.12,-0.01,0.17,-0.04,-0.02,-0.10,-0.04,0.17,0.12,0.04,-0.03,-0.14
15/12/2023,0.07,0.06,0.04,-0.17,-0.17,0.04,0.04,0.09,0.06,-0.17,0.01,0.09,0.09,0.08,-0.02,-0.14,0.08,-0.15,-0.02,0.09,0.10,0.06,0.01,-0.17
16/12/2023,-0.08,-0.09,0.06,0.11,-0.12,-0.05,0.10,0.07,-0.02,-0.15,0.17,0.00,-0.09,0.08,-0.08,0.09,0.10,-0.11,0.06,-0.06,0.01,0.07,0.09,-0.17
17/12/2023,-0.07,0.05,0.12,-0.09,0.06,0.04,0.07,-0.17,0.03,-0.09,-0.07,0.14,-0.09,0.01,-0.08,0.15,0.04,-0.08,-0.09,0.13,-0.13,-0.03,0.13,0.03
18/12/2023,0.09,-0.06,0.08,-0.11,-0.13,0.03,-0.04,0.13,-0.07,0.07,0.09,-0.10,-0.09,-0.08,0.04,0.13,0.09,0.04,0.04,-0.17,0.02,0.06,0.09,-0.17
19/12/2023,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-1.00,0.00,0.02,0.09,0.06,-0.17
20/12/2023,-0.07,-0.01,-0.09,0.17,-0.11,0.05,0.12,-0.05,-0.17,0.10,0.06,0.00,-0.08,0.15,0.02,-0.09,0.03,0.09,0.05,-0.17,-0.05,-0.06,-0.05,0.17
21/12/2023,-0.05,0.13,-0.11,0.03,-0.11,0.11,-0.06,0.05,0.12,0.05,-0.03,-0.14,-0.02,-0.11,-0.04,0.17,0.12,-0.10,-0.07,0.05,0.06,-0.09,-0.08,0.10
22/12/2023,-0.06,-0.11,0.16,0.00,0.17,-0.02,-0.07,-0.08,-0.12,-0.01,0.17,-0.04,0.04,0.13,-0.02,-0.15,0.03,-0.17,0.12,0.01,0.00,-0.07,-0.10,0.17
23/12/2023,-0.13,0.02,-0.03,0.14,-0.04,-0.01,-0.11,0.17,0.00,0.02,0.15,-0.17,0.00,-0.10,0.17,-0.07,0.08,0.09,-0.12,-0.05,-0.08,0.09,0.08,-0.09
24/12/2023,0.07,-0.05,-0.11,0.10,0.07,0.10,-0.02,-0.14,-0.14,0.06,-0.03,0.10,-0.06,-0.02,-0.08,0.17,-0.10,0.10,-0.06,0.06,-0.01,0.15,-0.15,0.02
25/12/2023,-0.03,-0.06,-0.08,0.17,-0.07,0.06,-0.10,0.10,-0.09,-0.01,0.17,-0.06,-0.05,-0.01,-0.10,0.17,0.08,0.05,0.04,-0.17,-0.01,0.17,-0.15,-0.01
26/12/2023,-0.02,-0.10,0.17,-0.04,-0.01,0.05,0.11,-0.15,-0.04,0.05,0.12,-0.13,-0.10,0.06,-0.07,0.11,0.11,-0.12,0.06,-0.05,0.16,-0.04,0.01,-0.13
27/12/2023,-0.02,-0.15,0.16,0.01,-0.11,-0.05,0.00,0.17,0.05,-0.09,-0.07,0.11,-0.02,0.05,-0.15,0.12,-0.05,-0.11,-0.01,0.17,-0.09,0.01,-0.08,0.16
28/12/2023,0.09,-0.05,0.08,-0.12,0.07,-0.09,-0.07,0.10,-0.10,0.09,0.08,-0.06,0.07,-0.08,-0.08,0.10,0.02,0.05,0.09,-0.17,-0.16,0.14,0.03,-0.01
29/12/2023,0.15,0.01,-0.11,-0.06,0.17,0.00,-0.11,-0.06,0.03,0.13,-0.07,-0.09,0.08,0.06,0.03,-0.17,0.05,0.12,-0.10,-0.07,0.09,0.07,-0.01,-0.15
30/12/2023,0.13,0.03,-0.14,-0.03,-0.12,0.12,-0.05,0.05,0.12,0.04,-0.13,-0.04,-0.05,0.17,-0.02,-0.10,0.09,0.06,0.02,-0.17,-0.06,-0.07,-0.04,0.17
31/12/2023,0.04,-0.05,-0.12,0.13,0.03,0.05,0.08,-0.17,0.00,0.08,0.08,-0.17,0.16,0.01,-0.10,-0.06,-0.09,0.08,0.08,-0.08,-0.02,-0.01,-0.14,0.17
,,,,,,,,,,,,,,,,,,,,,,,,
